,import requirements,output product,value,proportion
8602,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",M71 Architectural and engineering services; technical testing and analysis services,35.10732375252339,0.011106843174452282
8603,K66 Services auxiliary to financial services and insurance services,M71 Architectural and engineering services; technical testing and analysis services,130.2045292796616,0.04119258128323259
8604,L683 Real estate services on a fee or contract basis,M71 Architectural and engineering services; technical testing and analysis services,15.11284574690458,0.004781224818325619
8605,L68A Owner-Occupiers' Housing Services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8606,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",M71 Architectural and engineering services; technical testing and analysis services,0.9343210553545217,0.0002955895331003558
8607,M691 Legal services,M71 Architectural and engineering services; technical testing and analysis services,1.098712668063486,0.00034759782272176355
8608,"M692 Accounting, bookkeeping and auditing services; tax consulting services",M71 Architectural and engineering services; technical testing and analysis services,13.42652326487183,0.004247725897088575
8609,M70 Services of head offices; management consulting services,M71 Architectural and engineering services; technical testing and analysis services,149.8907736082663,0.0474206842851325
8610,M71 Architectural and engineering services; technical testing and analysis services,M71 Architectural and engineering services; technical testing and analysis services,584.2024826538395,0.18482312701193848
8611,M72 Scientific research and development services,M71 Architectural and engineering services; technical testing and analysis services,27.10432719839613,0.008574949023848321
8612,M73 Advertising and market research services,M71 Architectural and engineering services; technical testing and analysis services,3.948342822698699,0.001249130376323164
8613,"M74 Other professional, scientific and technical services",M71 Architectural and engineering services; technical testing and analysis services,2.299813386518728,0.0007275879755070631
8614,M75 Veterinary services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8615,N77 Rental and leasing services,M71 Architectural and engineering services; technical testing and analysis services,17.59323660878192,0.005565941776770392
8616,N78 Employment services,M71 Architectural and engineering services; technical testing and analysis services,36.88863882869044,0.011670394738073044
8617,"N79 Travel agency, tour operator and other reservation services and related services",M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8618,N80 Security and investigation services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8619,N81 Services to buildings and landscape,M71 Architectural and engineering services; technical testing and analysis services,0.0008625560057554288,2.7288534872781096e-07
8620,"N82 Office administrative, office support and other business support services",M71 Architectural and engineering services; technical testing and analysis services,45.92477722614705,0.014529142183212135
8621,O84 Public administration and defence services; compulsory social security services,M71 Architectural and engineering services; technical testing and analysis services,241.947483007456,0.07654450590310577
8622,P85 Education services,M71 Architectural and engineering services; technical testing and analysis services,0.8100898374445237,0.00025628671798337105
8623,Q86 Human health services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8624,Q87 & Q88 Residential Care  & Social Work Activities,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8625,"R90 Creative, arts and entertainment services",M71 Architectural and engineering services; technical testing and analysis services,0.1249177169076827,3.9520001615176764e-05
8626,"R91 Libraries, archives, museums and other cultural services",M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8627,R92 Gambling and betting services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8628,R93 Sports services and amusement and recreation services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8629,S94 Services furnished by membership organisations,M71 Architectural and engineering services; technical testing and analysis services,0.003371027830119385,1.0664862326100553e-06
8630,S95 Repair services of computers and personal and household goods,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8631,S96 Other personal services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8632,"A01 Products of agriculture, hunting and related services",M72 Scientific research and development services,3.156102615208552,0.0007847360601066989
8633,"A02 Products of forestry, logging and related services",M72 Scientific research and development services,0.2159707217814475,5.369914542464078e-05
8634,A03 Fish and other fishing products; aquaculture products; support services to fishing,M72 Scientific research and development services,1.390736914648483,0.0003457940187962111
8635,B05 Coal and lignite,M72 Scientific research and development services,1.407034003617119,0.00034984614096956145
8636,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,M72 Scientific research and development services,32.8966081572627,0.008179440855885602
8637,B08 Other mining and quarrying products,M72 Scientific research and development services,7.476467668468933,0.0018589553309823986
8638,B09 Mining support services,M72 Scientific research and development services,0.3638401828749366,9.046553500571521e-05
8639,C101 Preserved meat and meat products,M72 Scientific research and development services,0.6244222373154135,0.00015525688042989332
8640,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",M72 Scientific research and development services,0.3559087083828376,8.849344638800869e-05
8641,C104 Vegetable and animal oils and fats,M72 Scientific research and development services,1.965681515987603,0.0004887487373976734
8642,C105 Dairy products,M72 Scientific research and development services,0.6213177464751196,0.00015448497716575037
8643,"C106 Grain mill products, starches and starch products",M72 Scientific research and development services,2.371785141672543,0.000589722691057918
8644,C107 Bakery and farinaceous products,M72 Scientific research and development services,0.0006602055712995703,1.641540792702909e-07
